Invoice/Item Number,Date,Store Number,Store Name,Address,City,County,Category,Category Name,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),year,month
INV-07824800140,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,SAZERAC COMPANY  INC,69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,$11.00,$16.50,2,$198.00,2.0,2017,10
INV-07824800141,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,SAZERAC COMPANY  INC,69657,Dr. Mcgillicuddy's Mentholmint,12,1000,$11.00,$16.50,4,$198.00,4.0,2017,10
INV-07824800142,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,DIAGEO AMERICAS,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,$15.75,$23.63,7,$283.56,7.0,2017,10
INV-07824800143,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,73517,Dekuyper Cactus Juice,12,1000,$7.87,$11.81,1,$11.81,1.0,2017,10
INV-07824800144,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1091100.0,American Distilled Spirit Specialty,Heaven Hill Brands,73702,Evan Williams Honey,12,750,$7.94,$11.91,1,$11.91,0.75,2017,10
INV-07824800145,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1091100.0,American Distilled Spirit Specialty,Heaven Hill Brands,73748,Evan Williams Peach,12,750,$7.94,$11.91,1,$11.91,0.75,2017,10
INV-07824800146,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,DIAGEO AMERICAS,74086,Godiva Liqueur,12,750,$17.00,$25.50,1,$306.00,0.75,2017,10
INV-07824800147,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Prestige Wine & Spirits Group,75211,Kinky Liqueur,12,750,$10.00,$15.00,2,$180.00,1.5,2017,10
INV-07824800148,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Prestige Wine & Spirits Group,75214,Kinky Blue,12,750,$10.00,$15.00,1,$180.00,0.75,2017,10
INV-07824800149,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Heaven Hill Brands,76478,Pama Pomegranate Liqueur,6,750,$9.83,$14.75,2,$88.50,1.5,2017,10
INV-07824800150,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,LUXCO INC,76487,Paramount Amaretto,12,1000,$4.05,$6.08,1,$72.96,1.0,2017,10
INV-07824800151,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,LUXCO INC,76669,Pearl Vanilla Bean,12,750,$7.00,$10.50,1,$10.50,0.75,2017,10
INV-07824800152,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1071100.0,Cocktails /RTD,Phillips Beverage,76767,Phillips Long Island Iced Tea,12,1000,$4.28,$6.42,1,$6.42,1.0,2017,10
INV-07824800153,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77375,Smirnoff Sorbet Light Mango Passion Fruit,12,750,$8.25,$12.38,1,$12.38,0.75,2017,10
INV-07824800154,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1092000.0,Imported Distilled Spirits Specialty,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,$4.51,$6.77,110,$81.24,110.0,2017,10
INV-07824800155,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77683,Smirnoff Kissed Caramel,12,750,$8.25,$12.38,1,$148.56,0.75,2017,10
INV-07824800156,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77699,Smirnoff Orange,12,1000,$9.25,$13.88,1,$166.56,1.0,2017,10
INV-07824800157,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77709,Smirnoff Peach,12,750,$8.25,$12.38,1,$148.56,0.75,2017,10
INV-07824800158,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031100.0,American Vodkas,DIAGEO AMERICAS,77719,Smirnoff Pomegranate,12,750,$8.25,$12.38,1,$148.56,0.75,2017,10
INV-07824800159,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77852,Smirnoff Watermelon,12,750,$8.25,$12.38,1,$148.56,0.75,2017,10
INV-07824800160,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77880,Smirnoff Sours Watermelon,12,750,$8.25,$12.38,1,$12.38,0.75,2017,10
INV-07824800161,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77889,Smirnoff Ruby Red Grapefruit,12,750,$8.25,$12.38,1,$12.38,0.75,2017,10
INV-07824800162,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,82127,Arrow Peach Schnapps,12,1000,$5.00,$7.50,2,$90.00,2.0,2017,10
INV-07824800163,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,82147,Arrow Raspberry Schnapps,12,1000,$5.00,$7.50,1,$90.00,1.0,2017,10
INV-07824800164,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82607,Dekuyper Sour Apple,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,10
INV-07824800165,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,10
INV-07824800166,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,$7.87,$11.81,7,$141.72,7.0,2017,10
INV-07824800167,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,10
INV-07824800168,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,$7.87,$11.81,6,$141.72,6.0,2017,10
INV-07824800169,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,$7.87,$11.81,7,$141.72,7.0,2017,10
INV-07824800170,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Jim Beam Brands,85526,Dekuyper Signature Blue Curacao,12,750,$5.25,$7.88,1,$94.56,0.75,2017,10
INV-07824800171,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,PERNOD RICARD USA,85550,Hiram Walker Orange Curacao,12,1000,$4.49,$6.74,1,$80.88,1.0,2017,10
INV-07824800172,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,LUXCO INC,85606,Paramount Blue Curacao,12,750,$5.00,$7.50,1,$90.00,0.75,2017,10
INV-07824800173,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,$2.33,$3.50,1,$42.00,1.0,2017,10
INV-07824800174,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,LUXCO INC,86310,La Prima Triple Sec,12,1000,$3.00,$4.50,3,$4.50,3.0,2017,10
INV-07824800175,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,SAZERAC NORTH AMERICA,86390,Montezuma Triple Sec,12,1000,$2.13,$3.20,1,$38.40,1.0,2017,10
INV-07824800176,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,SAZERAC COMPANY  INC,86637,Tortilla Triple Sec,12,1000,$3.01,$4.52,1,$54.24,1.0,2017,10
INV-07824800177,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,BROADBENT VENTURES LLC,86661,Bella Limoncello,12,750,$13.29,$19.94,4,$19.94,3.0,2017,10
INV-07824800178,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081600.0,Whiskey Liqueur,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,$12.97,$19.46,2,$233.52,2.0,2017,10
INV-07824800179,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011700.0,Corn Whiskies,Park Street Imports,86909,Stillhouse Peach Tea Whiskey,12,750,$11.50,$17.25,1,$207.00,0.75,2017,10
INV-07824800180,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PERNOD RICARD USA,87150,Avion Silver,6,750,$26.98,$40.47,1,$242.82,0.75,2017,10
INV-07824800181,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Mhw LTD,87280,Casamigos Blanco,6,750,$26.84,$40.26,1,$241.56,0.75,2017,10
INV-07824800182,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,PROXIMO,87409,Jose Cuervo Especial Silver,12,1000,$13.00,$19.50,1,$234.00,1.0,2017,10
INV-07824800183,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,DIAGEO AMERICAS,87485,Don Julio Blanco Tequila,6,750,$27.49,$41.24,3,$247.44,2.25,2017,10
INV-07824800184,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,87586,El Jimador Silver Tequila,12,750,$11.65,$17.48,1,$209.76,0.75,2017,10
INV-07824800185,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,LUXCO INC,87647,Exotico Blanco 100% Agave Tequila,12,1000,$10.33,$15.50,4,$186.00,4.0,2017,10
INV-07824800186,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,87849,Herradura Sliver,6,750,$23.99,$35.99,1,$215.94,0.75,2017,10
INV-07824800187,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,LUXCO INC,87937,Juarez Tequila Silver,12,1000,$6.92,$10.38,4,$124.56,4.0,2017,10
INV-07824800188,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Heaven Hill Brands,88018,Lunazul Blanco,12,750,$9.42,$14.13,1,$169.56,0.75,2017,10
INV-07824800189,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Gemini Spirits,88036,Margaritaville Silver Tequila,12,750,$6.51,$10.27,1,$135.24,0.75,2017,10
INV-07824800190,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PERNOD RICARD USA,88186,Olmeca Altos Plata,6,750,$12.49,$18.74,1,$112.44,0.75,2017,10
INV-07824800191,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,DIAGEO AMERICAS,89154,Don Julio Reposado,6,750,$29.99,$44.99,2,$269.94,1.5,2017,10
INV-07824800192,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Mhw LTD,89177,Casamigos Reposado,6,750,$27.84,$41.76,1,$41.76,0.75,2017,10
INV-07824800193,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,LUXCO INC,89178,El Mayor Anejo Tequila,6,750,$15.50,$23.25,1,$23.25,0.75,2017,10
INV-07824800194,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,PROXIMO,89197,Jose Cuervo Especial Reposado Tequila,12,1000,$13.00,$19.50,9,$234.00,9.0,2017,10
INV-07824800195,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,PROXIMO,89198,Jose Cuervo Especial Reposado Tequila,6,1750,$21.00,$31.50,1,$189.00,1.75,2017,10
INV-07824800196,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PROXIMO,89230,1800 Anejo Tequila,6,750,$22.41,$33.62,1,$33.62,0.75,2017,10
INV-07824800197,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,89274,El Jimador Anejo Tequila,6,750,$13.85,$20.78,1,$20.78,0.75,2017,10
INV-07824800198,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,LUXCO INC,89387,Juarez Tequila Gold,12,1000,$6.92,$10.38,55,$124.56,55.0,2017,10
INV-07824800199,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,LUXCO INC,89447,La Prima Tequila/gold,12,1000,$6.59,$9.89,2,$118.68,2.0,2017,10
INV-07824800200,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,SAZERAC NORTH AMERICA,89577,Montezuma Gold Tequila,12,1000,$7.02,$10.53,8,$126.36,8.0,2017,10
INV-07824800201,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,89796,Sauza Conmemorativo,12,750,$14.17,$21.26,1,$255.12,0.75,2017,10
INV-07824800202,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022300.0,Mezcal,TY KU LLC,89824,Sombra Mezcal,6,750,$20.00,$30.00,1,$30.00,0.75,2017,10
INV-07824800203,10/09/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,89837,Hornitos Gold,12,1000,$14.17,$21.26,1,$255.12,1.0,2017,10
INV-07854100001,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,10
INV-07854300001,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,Phillips Beverage,15604,Hell Cat Maggie,12,750,$12.49,$18.74,4,$18.74,3.0,2017,10
INV-07854300002,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,W J Deutsch & Sons LTD,16814,Bib & Tucker Small Batch Bourbon Aged 6YR,6,750,$28.34,$42.51,1,$42.51,0.75,2017,10
INV-07854300003,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,LUXCO INC,16987,Bourbon Supreme Bourbon,12,1000,$4.70,$7.05,1,$7.05,1.0,2017,10
INV-07854300004,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,PROXIMO,34935,Three Olives Vodka,12,750,$9.96,$14.94,1,$14.94,0.75,2017,10
INV-07854300005,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,Phillips Beverage,42153,UV Ruby Red Grapefruit,12,750,$6.50,$9.75,1,$9.75,0.75,2017,10
INV-07854300006,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062400.0,Spiced Rum,Jim Beam Brands,44448,Cruzan 9,12,750,$6.83,$10.25,3,$10.25,2.25,2017,10
INV-07854300007,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,DIAGEO AMERICAS,5430,Lagavulin 16yr Single Malt Scotch,12,750,$50.49,$75.74,1,$75.74,0.75,2017,10
INV-07854300008,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,Edrington Group USA LLC,5492,Macallan Fine Oak 10 Year,12,750,$27.48,$41.22,1,$41.22,0.75,2017,10
INV-07854300009,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1051100.0,American Brandies,LUXCO INC,56206,Paramount Peach Flavored Brandy,12,750,$5.48,$8.22,1,$8.22,0.75,2017,10
INV-07854300010,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,BACARDI USA INC,64336,B&b D.o.m.,12,750,$19.50,$29.25,1,$29.25,0.75,2017,10
INV-07854300011,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,REMY COINTREAU USA INC,65896,Metaxa Ouzo,12,750,$10.49,$15.74,1,$15.74,0.75,2017,10
INV-07854300012,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,SAZERAC COMPANY  INC,73140,Chila Orchata,12,750,$8.67,$13.01,1,$13.01,0.75,2017,10
INV-07854300013,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,LUXCO INC,76665,Pearl Strawberry Basil,12,750,$7.00,$10.50,1,$10.50,0.75,2017,10
INV-07854300014,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,LUXCO INC,76669,Pearl Vanilla Bean,12,750,$7.00,$10.50,1,$10.50,0.75,2017,10
INV-07854300015,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1071100.0,Cocktails /RTD,Phillips Beverage,76767,Phillips Long Island Iced Tea,12,1000,$4.28,$6.42,1,$6.42,1.0,2017,10
INV-07854300016,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011700.0,Corn Whiskies,Park Street Imports,86906,Stillhouse Apple Crisp Whiskey,12,750,$11.50,$17.25,1,$17.25,0.75,2017,10
INV-07854300017,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,Hood River Distillers,14208,Pendleton 1910,6,750,$20.00,$30.00,1,$180.00,0.75,2017,10
INV-07854300018,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Heaven Hill Brands,18856,Larceny,6,750,$14.50,$21.75,1,$130.50,0.75,2017,10
INV-07854300019,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011100.0,Blended Whiskies,WESTERN SPIRITS BEVERAGE,27433,Bird Dog Peach Flavored Whiskey,6,750,$10.00,$15.00,1,$90.00,0.75,2017,10
INV-07854300020,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1041100.0,American Dry Gins,SAZERAC NORTH AMERICA,29287,Barton Gin,12,1000,$3.92,$5.88,1,$70.56,1.0,2017,10
INV-07854300021,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032100.0,Imported Vodkas,Mhw LTD,34244,Chopin Vodka,6,750,$15.83,$23.75,1,$142.50,0.75,2017,10
INV-07854300022,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062200.0,White Rum,DIAGEO AMERICAS,43328,Captain Morgan White,12,750,$8.26,$12.39,1,$148.68,0.75,2017,10
INV-07854300023,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,William Grant & Sons Inc,4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,$34.59,$51.89,1,$622.68,0.75,2017,10
INV-07854300024,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,William Grant & Sons Inc,5006,Glenfiddich 12yr Special Reserve,12,750,$22.98,$34.47,1,$413.64,0.75,2017,10
INV-07854300025,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,William Grant & Sons Inc,66810,Solerno Blood Orange Liqueur,6,750,$18.00,$27.00,1,$162.00,0.75,2017,10
INV-07854300026,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,SAZERAC COMPANY  INC,69667,Dr. Mcgillicuddy's Vanilla,12,1000,$11.00,$16.50,1,$198.00,1.0,2017,10
INV-07854300027,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77637,Smirnoff Cherry,12,750,$8.25,$12.38,1,$148.56,0.75,2017,10
INV-07854300028,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77668,Smirnoff Grape,12,750,$8.25,$12.38,1,$148.56,0.75,2017,10
INV-07854300029,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77674,Smirnoff Green Apple,12,750,$8.25,$12.38,1,$148.56,0.75,2017,10
INV-07854300030,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77683,Smirnoff Kissed Caramel,12,750,$8.25,$12.38,2,$148.56,1.5,2017,10
INV-07854300031,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,,,DIAGEO AMERICAS,43442,Captain Morgan Jack-O Blast,6,750,$9.00,$13.50,1,$81.00,0.75,2017,10
INV-07854300032,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,10
INV-07854300033,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,DIAGEO AMERICAS,89154,Don Julio Reposado,6,750,$29.99,$44.99,2,$269.94,1.5,2017,10
INV-07854300034,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PROXIMO,89207,1800 Reposado,6,1000,$15.46,$23.19,5,$139.14,5.0,2017,10
INV-07854300035,10/10/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,89278,El Jimador Reposado Tequila,12,750,$11.65,$17.48,1,$209.76,0.75,2017,10
INV-07944300001,10/12/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,LUXCO INC,13037,Canadian Reserve Whisky,12,1000,$5.31,$7.97,1,$7.97,1.0,2017,10
INV-07944300002,10/12/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,PERNOD RICARD USA,15606,Green Spot,6,750,$34.98,$52.47,1,$52.47,0.75,2017,10
INV-07944300003,10/12/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,PROXIMO,15866,The Sexton,12,750,$15.00,$22.50,3,$22.50,2.25,2017,10
INV-07944300004,10/12/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,BACARDI USA INC,15884,Teeling Small Batch Irish Whiskey,6,750,$18.66,$27.99,1,$27.99,0.75,2017,10
